Cod_cmd,Libelle,Vendeur,Univers,Nature,Date_cmd,Montant_cmd,Quantite,Prix_transport,Delai_transport
CMD01260,mug bleu,Vendeur B,Cuisine,Art de la table,2023-06-25,186.62,5,8.21,12
CMD01261,clavier sans fil 67 cm,Vendeur E,High-Tech,,2023-01-02,37.05,1,13.47,14
CMD01261,transat blanc,Vendeur A,Jardin,Mobilier extérieur,2023-06-30,54.28,3,23.41,8
CMD01262,applique murale vert modèle 8,Vendeur C,Maison,Luminaire,2023-01-11,19.53,4,22.61,12
CMD01262,haltère vert,Vendeur E,Sport,Fitness,2023-01-04,81.54,5,16.8,10
CMD01263,tapis yoga bleu,Vendeur C,Sport,Fitness,2023-02-03,80.78,1,24.8,12
CMD01263,sac à dos rando modèle 6,Vendeur D,Sport,Plein air,2023-12-15,338.51,4,6.85,11
CMD01264,lampe frontale vert,Vendeur C,Sport,Plein air,2023-09-11,7.04,2,8.37,10
CMD01264,étagère 36x100,Vendeur A,Maison,Rangement,2023-04-26,194.59,1,14.81,11
CMD01265,set couteaux,Vendeur B,Cuisine,Ustensile,2023-05-07,377.7,5,15.49,13
CMD01265,étagère 13 cm,Vendeur A,Maison,Rangement,2023-08-17,368.05,4,1.37,10
CMD01266,table jardin 57 cm modèle 1,Vendeur D,Jardin,Mobilier extérieur,2023-02-22,156.65,4,22.0,10
CMD01266,bougie parfumée bleu 37x95,Vendeur B,Maison,Décoration,2023-11-30,362.23,2,15.93,5
CMD01267,poêle anti-adhésive rouge 131x85,Vendeur C,Cuisine,Ustensile,2023-09-04,127.92,5,19.39,3
CMD01267,sécateur blanc 76 cm,Vendeur D,Jardin,Outillage,2023-11-05,140.81,2,16.01,4
CMD01268,bougie parfumée gris,Vendeur C,Maison,Décoration,2023-04-07,248.36,4,8.22,2
CMD01268,chaise pliante 143x114,Vendeur C,Jardin,,2023-09-11,323.87,4,5.13,3
CMD01269,cadre photo 51 cm modèle 1,Vendeur B,Maison,,2023-01-06,83.14,2,5.47,5
CMD01269,coque silicone modèle 3,Vendeur D,High-Tech,Téléphonie,2023-10-11,263.67,1,8.46,4
CMD01270,poêle anti-adhésive,Vendeur D,Cuisine,Ustensile,2023-05-03,351.96,1,2.96,3
CMD01270,barre de son bleu,Vendeur E,High-Tech,Audio,2023-09-30,79.7,5,7.35,3
CMD01271,bouilloire,Vendeur B,Cuisine,Électroménager,2023-01-28,292.28,4,19.77,10
CMD01271,applique murale 72 cm,Vendeur F,Maison,Luminaire,2023-09-18,382.52,4,6.71,7
CMD01272,tapis yoga vert 60x67 modèle 2,Vendeur B,Sport,Fitness,2023-04-17,301.89,3,11.11,6
CMD01272,souris ergonomique beige 45 cm modèle 1,Vendeur B,High-Tech,Informatique,2023-01-22,179.47,3,16.13,6
CMD01273,miroir 29x89 modèle 4,Vendeur F,Maison,Décoration,2023-09-14,135.05,3,18.63,13
CMD01273,mixeur plongeant modèle 5,Vendeur C,Cuisine,Électroménager,2023-12-28,329.81,4,23.65,14
CMD01274,tapis yoga 31 cm,Vendeur E,Sport,Fitness,2023-08-30,236.87,5,18.94,12
CMD01274,gants jardinage 52 cm modèle 3,Vendeur C,Jardin,Outillage,2023-02-13,377.62,1,12.5,11
CMD01275,set couteaux modèle 1,Vendeur E,Cuisine,Ustensile,2023-04-26,315.22,2,3.84,6
CMD01275,lampe frontale 62 cm,Vendeur C,Sport,Plein air,2023-07-15,41.83,1,16.87,3
CMD01276,étagère 94x104,Vendeur D,Maison,Rangement,2023-11-05,27.69,5,0.28,6
CMD01276,arrosoir noir 31 cm modèle 4,Vendeur C,Jardin,Outillage,2023-03-22,175.72,4,3.97,10
CMD01277,verre à pied blanc 82 cm,Vendeur E,Cuisine,Art de la table,2023-04-14,134.91,5,21.98,8
CMD01277,table jardin vert 27 cm,Vendeur B,Jardin,Mobilier extérieur,2023-02-16,360.49,4,11.45,11
CMD01278,clavier sans fil blanc 42 cm,Vendeur A,High-Tech,Informatique,2023-10-19,280.73,2,22.72,7
CMD01278,haltère blanc 64 cm modèle 8,Vendeur D,Sport,Fitness,2023-07-08,140.74,4,21.39,7
CMD01279,applique murale 41x90,Vendeur F,Maison,Luminaire,2023-05-09,380.26,2,11.77,5
CMD01279,casque bluetooth beige 6 cm,Vendeur B,High-Tech,Audio,2023-01-10,179.06,2,5.42,1
CMD01280,élastique résistance,Vendeur D,Sport,Fitness,2023-08-15,277.69,4,1.31,1
CMD01280,vase déco rouge 48 cm,Vendeur F,Maison,Décoration,2023-04-14,269.24,2,23.97,2
CMD01281,souris ergonomique bleu,Vendeur D,,Informatique,2023-03-27,375.87,1,5.81,2
CMD01281,poêle anti-adhésive 40 cm,Vendeur C,,Ustensile,2023-03-30,22.36,2,10.28,13
CMD01282,lampe frontale noir,Vendeur F,Sport,Plein air,2023-02-22,158.48,2,8.3,11
CMD01282,mug bleu,Vendeur A,Cuisine,,2023-09-04,96.88,5,18.97,2
CMD01283,bouilloire 72x102 modèle 8,Vendeur F,Cuisine,Électroménager,2023-08-08,351.55,2,6.95,11
CMD01283,étagère gris 33x105,Vendeur F,Maison,Rangement,2023-08-01,280.03,2,15.2,7
CMD01284,sac à dos rando bleu 31 cm modèle 3,Vendeur E,Sport,,2023-04-04,221.79,2,5.91,2
CMD01284,arrosoir bleu 86 cm modèle 8,Vendeur A,Jardin,Outillage,2023-06-09,380.65,3,9.96,3
CMD01285,sécateur modèle 7,Vendeur D,Jardin,Outillage,2023-08-05,342.35,3,14.88,3
CMD01285,haltère 140x45 modèle 4,Vendeur A,Sport,Fitness,2023-05-12,10.07,5,18.26,6
CMD01286,arrosoir vert,Vendeur D,Jardin,Outillage,2023-08-01,354.57,1,9.62,10
CMD01286,barre de son,Vendeur A,High-Tech,Audio,2023-08-12,262.11,4,18.39,4
CMD01287,transat 23 cm modèle 3,Vendeur A,Jardin,Mobilier extérieur,2023-07-05,51.11,1,16.11,7
CMD01287,chaise pliante 156x104,Vendeur E,Jardin,Mobilier extérieur,2023-09-23,126.65,4,18.81,12
CMD01288,suspension bleu,Vendeur C,Maison,Luminaire,2023-11-22,7.54,2,20.41,1
CMD01288,applique murale 200x37 modèle 3,Vendeur E,Maison,Luminaire,2023-12-23,379.65,4,14.18,4
CMD01289,casque bluetooth beige 18 cm,Vendeur B,High-Tech,Audio,2023-01-31,36.52,1,9.44,5
CMD01289,cadre photo vert modèle 1,Vendeur A,Maison,Décoration,2023-01-16,88.37,1,9.39,9
CMD01290,set couteaux gris,Vendeur C,Cuisine,Ustensile,2023-08-31,267.71,4,15.27,6
CMD01290,mixeur plongeant modèle 2,Vendeur E,Cuisine,Électroménager,2023-01-02,115.39,2,9.21,10
CMD01291,arrosoir gris,Vendeur F,Jardin,Outillage,2023-12-05,133.58,4,5.84,8
CMD01291,table jardin,Vendeur F,Jardin,Mobilier extérieur,2023-06-28,157.02,5,4.88,3
CMD01292,élastique résistance,Vendeur D,Sport,Fitness,2023-03-07,382.25,4,16.57,4
CMD01292,casque bluetooth rouge 54 cm,Vendeur B,High-Tech,Audio,2023-03-29,289.07,4,23.79,11
CMD01293,boîte de rangement gris,Vendeur E,Maison,Rangement,2023-03-11,30.54,3,9.43,12
CMD01293,sécateur gris,Vendeur F,Jardin,Outillage,2023-04-30,377.09,5,9.19,14
CMD01294,planche à découper beige,Vendeur C,Cuisine,Ustensile,2023-10-23,320.02,2,12.99,10
CMD01294,haltère vert,Vendeur D,Sport,Fitness,2023-02-24,63.23,3,3.65,11
CMD01295,étagère modèle 5,Vendeur F,Maison,Rangement,2023-06-13,386.77,1,24.53,6
CMD01295,clavier sans fil 27 cm,Vendeur F,High-Tech,Informatique,2023-04-18,159.76,2,24.78,9
CMD01296,arrosoir vert 75 cm,Vendeur B,Jardin,Outillage,2023-08-05,132.75,5,21.65,1
CMD01296,planche à découper blanc 30 cm,Vendeur A,Cuisine,Ustensile,2023-12-02,148.08,5,2.55,13
CMD01297,coque silicone 151x103,Vendeur D,High-Tech,Téléphonie,2023-08-07,388.04,4,6.13,2
CMD01297,coque silicone 90 cm,Vendeur D,High-Tech,Téléphonie,2023-09-08,346.63,4,6.88,11
CMD01298,arrosoir modèle 8,Vendeur C,Jardin,Outillage,2023-01-06,279.02,1,19.86,3
CMD01298,sécateur noir,Vendeur E,Jardin,Outillage,2023-11-27,78.03,1,9.84,14
CMD01299,lampe frontale,Vendeur B,Sport,Plein air,2023-02-02,386.44,1,4.52,10
CMD01299,casque bluetooth bleu modèle 5,Vendeur A,High-Tech,Audio,2023-10-12,38.42,1,12.65,6
